quarter,industry1,industry2,industry3,retrench,retrench_permanent,retrench_term_contract
2021-Q4,services,financial and insurance services,insurance services,20,20,-
2021-Q4,services,real estate services,real estate services,20,20,-
2021-Q4,services,professional services,"legal, accounting and management services",70,70,-
2021-Q4,services,professional services,architectural and engineering services,30,20,10
2021-Q4,services,professional services,other professional services,20,20,-
2021-Q4,services,administrative and support services,security and investigation,-,-,-
2021-Q4,services,administrative and support services,cleaning and landscaping,10,10,-
2021-Q4,services,administrative and support services,other adminstrative and support services,30,30,-
2021-Q4,services,"community, social and personal services",public administration and education,10,10,-
2021-Q4,services,"community, social and personal services",health and social services,-,-,-
2021-Q4,services,"community, social and personal services","arts, entertainment and recreation",10,10,-
2021-Q4,services,"community, social and personal services","other community, social and personal services",10,10,-
2021-Q4,others,others,others,30,30,-
2023-Q2,others,others,others,-,-,-
2022-Q1,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",10,10,-
2022-Q1,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",70,60,-
2022-Q1,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",240,230,-
2022-Q1,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",160,160,-
2022-Q1,manufacturing,transport equipment,transport equipment,10,10,10
2022-Q1,manufacturing,other manufacturing industries,other manufacturing industries,10,10,-
2022-Q1,construction,construction,construction,60,40,20
2022-Q1,services,wholesale and retail trade,wholesale trade,170,170,10
2022-Q1,services,wholesale and retail trade,retail trade,10,10,-
2022-Q1,services,transportation and storage,land transport and supporting services,-,-,-
2022-Q1,services,transportation and storage,water transport and supporting services,30,30,-
2022-Q1,services,transportation and storage,air transport and supporting services,10,10,-
2022-Q1,services,transportation and storage,other transport and storage services,20,20,-
2022-Q1,services,accommodation and food services,accommodation,-,-,-
2022-Q1,services,accommodation and food services,food and beverage services,-,-,-
2022-Q1,services,information and communications,"telecommunications, broadcasting and publishing",50,50,-
2022-Q1,services,information and communications,it and other information services,140,140,-
2022-Q1,services,financial and insurance services,financial services,100,90,-
2022-Q1,services,financial and insurance services,insurance services,10,10,-
2022-Q1,services,real estate services,real estate services,-,-,-
2022-Q1,services,professional services,"legal, accounting and management services",40,40,-
2022-Q1,services,professional services,architectural and engineering services,20,10,10
2022-Q1,services,professional services,other professional services,40,40,-
2022-Q1,services,administrative and support services,security and investigation,-,-,-
2022-Q1,services,administrative and support services,cleaning and landscaping,-,-,-
2022-Q1,services,administrative and support services,other adminstrative and support services,30,20,10
2022-Q1,services,"community, social and personal services",public administration and education,10,10,-
2022-Q1,services,"community, social and personal services",health and social services,10,-,-
2022-Q1,services,"community, social and personal services","arts, entertainment and recreation",10,10,-
2022-Q1,services,"community, social and personal services","other community, social and personal services",20,20,-
2022-Q1,others,others,others,20,20,-
2022-Q2,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",10,10,-
2022-Q2,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",10,10,-
2022-Q2,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",90,90,-
2022-Q2,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",30,30,-
2022-Q2,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",10,10,-
2022-Q2,manufacturing,transport equipment,transport equipment,10,10,-
2022-Q2,manufacturing,other manufacturing industries,other manufacturing industries,10,10,-
2022-Q2,construction,construction,construction,50,30,20
2022-Q2,services,wholesale and retail trade,wholesale trade,160,160,10
2022-Q2,services,wholesale and retail trade,retail trade,-,-,-
2022-Q2,services,transportation and storage,land transport and supporting services,-,-,-
2022-Q2,services,transportation and storage,water transport and supporting services,10,10,-
2022-Q2,services,transportation and storage,air transport and supporting services,-,-,-
2022-Q2,services,transportation and storage,other transport and storage services,30,30,-
2022-Q2,services,accommodation and food services,accommodation,-,-,-
2022-Q2,services,accommodation and food services,food and beverage services,10,10,-
2022-Q2,services,information and communications,"telecommunications, broadcasting and publishing",60,60,-
2022-Q2,services,information and communications,it and other information services,50,50,-
2022-Q2,services,financial and insurance services,financial services,110,110,-
2022-Q2,services,financial and insurance services,insurance services,10,10,-
2022-Q2,services,real estate services,real estate services,10,10,-
2022-Q2,services,professional services,"legal, accounting and management services",40,40,-
2022-Q2,services,professional services,architectural and engineering services,30,30,-
2022-Q2,services,professional services,other professional services,20,20,-
2022-Q2,services,administrative and support services,security and investigation,10,10,-
2022-Q2,services,administrative and support services,cleaning and landscaping,-,-,-
2022-Q2,services,administrative and support services,other adminstrative and support services,20,20,-
2022-Q2,services,"community, social and personal services",public administration and education,-,-,-
